UF;MUNICIPIO;TIPO;QUANTIDADE
SC;PONTE SERRADA;UTILITARIO;47
SC;PORTO BELO;AUTOMOVEL;8534
SC;PORTO BELO;BONDE;0
SC;PORTO BELO;CAMINHAO;337
SC;PORTO BELO;CAMINHAO TRATOR;68
SC;PORTO BELO;CAMINHONETE;1374
SC;PORTO BELO;CAMIONETA;729
SC;PORTO BELO;CHASSI PLATAF;0
SC;PORTO BELO;CICLOMOTOR;6
SC;PORTO BELO;MICRO-ONIBUS;45
SC;PORTO BELO;MOTOCICLETA;2687
SC;PORTO BELO;MOTONETA;1266
SC;PORTO BELO;ONIBUS;39
SC;PORTO BELO;QUADRICICLO;0
SC;PORTO BELO;REBOQUE;454
SC;PORTO BELO;SEMI-REBOQUE;83
SC;PORTO BELO;SIDE-CAR;1
SC;PORTO BELO;OUTROS;13
SC;PORTO BELO;TRATOR ESTEI;0
SC;PORTO BELO;TRATOR RODAS;5
SC;PORTO BELO;TRICICLO;4
SC;PORTO BELO;UTILITARIO;267
SC;PORTO UNIAO;AUTOMOVEL;15740
SC;PORTO UNIAO;BONDE;0
SC;PORTO UNIAO;CAMINHAO;794
SC;PORTO UNIAO;CAMINHAO TRATOR;142
SC;PORTO UNIAO;CAMINHONETE;2788
SC;PORTO UNIAO;CAMIONETA;1227
SC;PORTO UNIAO;CHASSI PLATAF;0
SC;PORTO UNIAO;CICLOMOTOR;7
SC;PORTO UNIAO;MICRO-ONIBUS;45
SC;PORTO UNIAO;MOTOCICLETA;4118
SC;PORTO UNIAO;MOTONETA;1227
SC;PORTO UNIAO;ONIBUS;48
SC;PORTO UNIAO;QUADRICICLO;1
SC;PORTO UNIAO;REBOQUE;514
SC;PORTO UNIAO;SEMI-REBOQUE;149
SC;PORTO UNIAO;SIDE-CAR;2
SC;PORTO UNIAO;OUTROS;4
SC;PORTO UNIAO;TRATOR ESTEI;0
SC;PORTO UNIAO;TRATOR RODAS;4
SC;PORTO UNIAO;TRICICLO;6
SC;PORTO UNIAO;UTILITARIO;484
SC;POUSO REDONDO;AUTOMOVEL;7047
SC;POUSO REDONDO;BONDE;0
SC;POUSO REDONDO;CAMINHAO;550
SC;POUSO REDONDO;CAMINHAO TRATOR;214
SC;POUSO REDONDO;CAMINHONETE;1246
SC;POUSO REDONDO;CAMIONETA;312
SC;POUSO REDONDO;CHASSI PLATAF;0
SC;POUSO REDONDO;CICLOMOTOR;4
SC;POUSO REDONDO;MICRO-ONIBUS;24
SC;POUSO REDONDO;MOTOCICLETA;1943
SC;POUSO REDONDO;MOTONETA;448
SC;POUSO REDONDO;ONIBUS;50
SC;POUSO REDONDO;QUADRICICLO;0
SC;POUSO REDONDO;REBOQUE;280
SC;POUSO REDONDO;SEMI-REBOQUE;225
SC;POUSO REDONDO;SIDE-CAR;1
SC;POUSO REDONDO;OUTROS;5
SC;POUSO REDONDO;TRATOR ESTEI;0
SC;POUSO REDONDO;TRATOR RODAS;9
SC;POUSO REDONDO;TRICICLO;1
SC;POUSO REDONDO;UTILITARIO;123
SC;PRAIA GRANDE;AUTOMOVEL;3544
SC;PRAIA GRANDE;BONDE;0
SC;PRAIA GRANDE;CAMINHAO;289
SC;PRAIA GRANDE;CAMINHAO TRATOR;24
SC;PRAIA GRANDE;CAMINHONETE;650
SC;PRAIA GRANDE;CAMIONETA;191
SC;PRAIA GRANDE;CHASSI PLATAF;0
SC;PRAIA GRANDE;CICLOMOTOR;2
SC;PRAIA GRANDE;MICRO-ONIBUS;15
SC;PRAIA GRANDE;MOTOCICLETA;2440
SC;PRAIA GRANDE;MOTONETA;280
SC;PRAIA GRANDE;ONIBUS;29
SC;PRAIA GRANDE;QUADRICICLO;0
SC;PRAIA GRANDE;REBOQUE;191
SC;PRAIA GRANDE;SEMI-REBOQUE;25
SC;PRAIA GRANDE;SIDE-CAR;0
SC;PRAIA GRANDE;OUTROS;4
SC;PRAIA GRANDE;TRATOR ESTEI;0
SC;PRAIA GRANDE;TRATOR RODAS;4
SC;PRAIA GRANDE;TRICICLO;2
SC;PRAIA GRANDE;UTILITARIO;54
SC;PRESIDENTE CASTELO BRANCO;AUTOMOVEL;775
SC;PRESIDENTE CASTELO BRANCO;BONDE;0
SC;PRESIDENTE CASTELO BRANCO;CAMINHAO;88
SC;PRESIDENTE CASTELO BRANCO;CAMINHAO TRATOR;19
SC;PRESIDENTE CASTELO BRANCO;CAMINHONETE;165
SC;PRESIDENTE CASTELO BRANCO;CAMIONETA;23
SC;PRESIDENTE CASTELO BRANCO;CHASSI PLATAF;0
SC;PRESIDENTE CASTELO BRANCO;CICLOMOTOR;0
SC;PRESIDENTE CASTELO BRANCO;MICRO-ONIBUS;6
SC;PRESIDENTE CASTELO BRANCO;MOTOCICLETA;246
SC;PRESIDENTE CASTELO BRANCO;MOTONETA;21
SC;PRESIDENTE CASTELO BRANCO;ONIBUS;8
SC;PRESIDENTE CASTELO BRANCO;QUADRICICLO;0
SC;PRESIDENTE CASTELO BRANCO;REBOQUE;28
SC;PRESIDENTE CASTELO BRANCO;SEMI-REBOQUE;18
SC;PRESIDENTE CASTELO BRANCO;SIDE-CAR;0
SC;PRESIDENTE CASTELO BRANCO;OUTROS;0
SC;PRESIDENTE CASTELO BRANCO;TRATOR ESTEI;0
SC;PRESIDENTE CASTELO BRANCO;TRATOR RODAS;2
SC;PRESIDENTE CASTELO BRANCO;TRICICLO;0
SC;PRESIDENTE CASTELO BRANCO;UTILITARIO;3
SC;PRESIDENTE GETULIO;AUTOMOVEL;7500
SC;PRESIDENTE GETULIO;BONDE;0
SC;PRESIDENTE GETULIO;CAMINHAO;402
SC;PRESIDENTE GETULIO;CAMINHAO TRATOR;88
SC;PRESIDENTE GETULIO;CAMINHONETE;1189
SC;PRESIDENTE GETULIO;CAMIONETA;432
SC;PRESIDENTE GETULIO;CHASSI PLATAF;1
SC;PRESIDENTE GETULIO;CICLOMOTOR;5
SC;PRESIDENTE GETULIO;MICRO-ONIBUS;53
SC;PRESIDENTE GETULIO;MOTOCICLETA;2510
SC;PRESIDENTE GETULIO;MOTONETA;958
SC;PRESIDENTE GETULIO;ONIBUS;57
SC;PRESIDENTE GETULIO;QUADRICICLO;0
SC;PRESIDENTE GETULIO;REBOQUE;354
SC;PRESIDENTE GETULIO;SEMI-REBOQUE;87
SC;PRESIDENTE GETULIO;SIDE-CAR;2
SC;PRESIDENTE GETULIO;OUTROS;1
SC;PRESIDENTE GETULIO;TRATOR ESTEI;0
SC;PRESIDENTE GETULIO;TRATOR RODAS;9
SC;PRESIDENTE GETULIO;TRICICLO;0
SC;PRESIDENTE GETULIO;UTILITARIO;141
SC;PRESIDENTE NEREU;AUTOMOVEL;773
SC;PRESIDENTE NEREU;BONDE;0
SC;PRESIDENTE NEREU;CAMINHAO;47
SC;PRESIDENTE NEREU;CAMINHAO TRATOR;4
SC;PRESIDENTE NEREU;CAMINHONETE;169
SC;PRESIDENTE NEREU;CAMIONETA;37
SC;PRESIDENTE NEREU;CHASSI PLATAF;0
SC;PRESIDENTE NEREU;CICLOMOTOR;0
SC;PRESIDENTE NEREU;MICRO-ONIBUS;7
SC;PRESIDENTE NEREU;MOTOCICLETA;480
SC;PRESIDENTE NEREU;MOTONETA;61
SC;PRESIDENTE NEREU;ONIBUS;8
SC;PRESIDENTE NEREU;QUADRICICLO;0
SC;PRESIDENTE NEREU;REBOQUE;17
SC;PRESIDENTE NEREU;SEMI-REBOQUE;5
SC;PRESIDENTE NEREU;SIDE-CAR;0
SC;PRESIDENTE NEREU;OUTROS;0
SC;PRESIDENTE NEREU;TRATOR ESTEI;0
SC;PRESIDENTE NEREU;TRATOR RODAS;0
SC;PRESIDENTE NEREU;TRICICLO;0
SC;PRESIDENTE NEREU;UTILITARIO;15
SC;PRINCESA;AUTOMOVEL;991
SC;PRINCESA;BONDE;0
SC;PRINCESA;CAMINHAO;72
SC;PRINCESA;CAMINHAO TRATOR;21
SC;PRINCESA;CAMINHONETE;177
SC;PRINCESA;CAMIONETA;49
SC;PRINCESA;CHASSI PLATAF;0
SC;PRINCESA;CICLOMOTOR;0
SC;PRINCESA;MICRO-ONIBUS;2
SC;PRINCESA;MOTOCICLETA;556
SC;PRINCESA;MOTONETA;66
SC;PRINCESA;ONIBUS;14
SC;PRINCESA;QUADRICICLO;0
SC;PRINCESA;REBOQUE;19
SC;PRINCESA;SEMI-REBOQUE;35
SC;PRINCESA;SIDE-CAR;0
SC;PRINCESA;OUTROS;0
SC;PRINCESA;TRATOR ESTEI;0
SC;PRINCESA;TRATOR RODAS;0
SC;PRINCESA;TRICICLO;0
SC;PRINCESA;UTILITARIO;8
SC;QUILOMBO;AUTOMOVEL;4253
SC;QUILOMBO;BONDE;0
SC;QUILOMBO;CAMINHAO;255
SC;QUILOMBO;CAMINHAO TRATOR;133
SC;QUILOMBO;CAMINHONETE;820
SC;QUILOMBO;CAMIONETA;170
SC;QUILOMBO;CHASSI PLATAF;0
SC;QUILOMBO;CICLOMOTOR;2
SC;QUILOMBO;MICRO-ONIBUS;39
SC;QUILOMBO;MOTOCICLETA;1621
SC;QUILOMBO;MOTONETA;319
SC;QUILOMBO;ONIBUS;55
SC;QUILOMBO;QUADRICICLO;0
SC;QUILOMBO;REBOQUE;103
SC;QUILOMBO;SEMI-REBOQUE;198
SC;QUILOMBO;SIDE-CAR;0
SC;QUILOMBO;OUTROS;4
SC;QUILOMBO;TRATOR ESTEI;0
SC;QUILOMBO;TRATOR RODAS;0
SC;QUILOMBO;TRICICLO;3
SC;QUILOMBO;UTILITARIO;54
SC;RANCHO QUEIMADO;AUTOMOVEL;1264
SC;RANCHO QUEIMADO;BONDE;0
SC;RANCHO QUEIMADO;CAMINHAO;173
SC;RANCHO QUEIMADO;CAMINHAO TRATOR;11
SC;RANCHO QUEIMADO;CAMINHONETE;332
SC;RANCHO QUEIMADO;CAMIONETA;93
SC;RANCHO QUEIMADO;CHASSI PLATAF;0
SC;RANCHO QUEIMADO;CICLOMOTOR;1
SC;RANCHO QUEIMADO;MICRO-ONIBUS;6
SC;RANCHO QUEIMADO;MOTOCICLETA;565
SC;RANCHO QUEIMADO;MOTONETA;103
SC;RANCHO QUEIMADO;ONIBUS;8
SC;RANCHO QUEIMADO;QUADRICICLO;0
SC;RANCHO QUEIMADO;REBOQUE;72
SC;RANCHO QUEIMADO;SEMI-REBOQUE;7
SC;RANCHO QUEIMADO;SIDE-CAR;0
SC;RANCHO QUEIMADO;OUTROS;2
SC;RANCHO QUEIMADO;TRATOR ESTEI;0
SC;RANCHO QUEIMADO;TRATOR RODAS;1
SC;RANCHO QUEIMADO;TRICICLO;0
SC;RANCHO QUEIMADO;UTILITARIO;33
SC;RIO DAS ANTAS;AUTOMOVEL;2221
SC;RIO DAS ANTAS;BONDE;0
SC;RIO DAS ANTAS;CAMINHAO;210
SC;RIO DAS ANTAS;CAMINHAO TRATOR;15
SC;RIO DAS ANTAS;CAMINHONETE;483
SC;RIO DAS ANTAS;CAMIONETA;98
SC;RIO DAS ANTAS;CHASSI PLATAF;0
SC;RIO DAS ANTAS;CICLOMOTOR;0
SC;RIO DAS ANTAS;MICRO-ONIBUS;9
SC;RIO DAS ANTAS;MOTOCICLETA;566
SC;RIO DAS ANTAS;MOTONETA;65
SC;RIO DAS ANTAS;ONIBUS;37
SC;RIO DAS ANTAS;QUADRICICLO;0
SC;RIO DAS ANTAS;REBOQUE;69
SC;RIO DAS ANTAS;SEMI-REBOQUE;14
SC;RIO DAS ANTAS;SIDE-CAR;0
SC;RIO DAS ANTAS;OUTROS;0
SC;RIO DAS ANTAS;TRATOR ESTEI;0
SC;RIO DAS ANTAS;TRATOR RODAS;0
SC;RIO DAS ANTAS;TRICICLO;0
SC;RIO DAS ANTAS;UTILITARIO;17
SC;RIO DO CAMPO;AUTOMOVEL;2650
SC;RIO DO CAMPO;BONDE;0
SC;RIO DO CAMPO;CAMINHAO;209
SC;RIO DO CAMPO;CAMINHAO TRATOR;18
SC;RIO DO CAMPO;CAMINHONETE;492
SC;RIO DO CAMPO;CAMIONETA;159
SC;RIO DO CAMPO;CHASSI PLATAF;0
SC;RIO DO CAMPO;CICLOMOTOR;1
SC;RIO DO CAMPO;MICRO-ONIBUS;16
SC;RIO DO CAMPO;MOTOCICLETA;1036
SC;RIO DO CAMPO;MOTONETA;146
SC;RIO DO CAMPO;ONIBUS;20
SC;RIO DO CAMPO;QUADRICICLO;0
SC;RIO DO CAMPO;REBOQUE;82
SC;RIO DO CAMPO;SEMI-REBOQUE;21
SC;RIO DO CAMPO;SIDE-CAR;2
SC;RIO DO CAMPO;OUTROS;0
SC;RIO DO CAMPO;TRATOR ESTEI;0
SC;RIO DO CAMPO;TRATOR RODAS;6
SC;RIO DO CAMPO;TRICICLO;0
SC;RIO DO CAMPO;UTILITARIO;49
SC;RIO DO OESTE;AUTOMOVEL;3008
SC;RIO DO OESTE;BONDE;0
SC;RIO DO OESTE;CAMINHAO;232
SC;RIO DO OESTE;CAMINHAO TRATOR;17
SC;RIO DO OESTE;CAMINHONETE;567
SC;RIO DO OESTE;CAMIONETA;154
SC;RIO DO OESTE;CHASSI PLATAF;0
SC;RIO DO OESTE;CICLOMOTOR;1
SC;RIO DO OESTE;MICRO-ONIBUS;16
SC;RIO DO OESTE;MOTOCICLETA;1157
SC;RIO DO OESTE;MOTONETA;266
SC;RIO DO OESTE;ONIBUS;23
SC;RIO DO OESTE;QUADRICICLO;0
SC;RIO DO OESTE;REBOQUE;119
SC;RIO DO OESTE;SEMI-REBOQUE;15
SC;RIO DO OESTE;SIDE-CAR;1
SC;RIO DO OESTE;OUTROS;1
SC;RIO DO OESTE;TRATOR ESTEI;0
SC;RIO DO OESTE;TRATOR RODAS;5
SC;RIO DO OESTE;TRICICLO;0
SC;RIO DO OESTE;UTILITARIO;61
SC;RIO DO SUL;AUTOMOVEL;32610
SC;RIO DO SUL;BONDE;0
SC;RIO DO SUL;CAMINHAO;1490
SC;RIO DO SUL;CAMINHAO TRATOR;440
SC;RIO DO SUL;CAMINHONETE;4833
SC;RIO DO SUL;CAMIONETA;2488
SC;RIO DO SUL;CHASSI PLATAF;0
SC;RIO DO SUL;CICLOMOTOR;50
SC;RIO DO SUL;MICRO-ONIBUS;80
SC;RIO DO SUL;MOTOCICLETA;7158
SC;RIO DO SUL;MOTONETA;3327
SC;RIO DO SUL;ONIBUS;122
SC;RIO DO SUL;QUADRICICLO;0
SC;RIO DO SUL;REBOQUE;1640
SC;RIO DO SUL;SEMI-REBOQUE;510
SC;RIO DO SUL;SIDE-CAR;8
SC;RIO DO SUL;OUTROS;71
SC;RIO DO SUL;TRATOR ESTEI;0
SC;RIO DO SUL;TRATOR RODAS;35
SC;RIO DO SUL;TRICICLO;5
SC;RIO DO SUL;UTILITARIO;1091
SC;RIO DOS CEDROS;AUTOMOVEL;4756
SC;RIO DOS CEDROS;BONDE;0
SC;RIO DOS CEDROS;CAMINHAO;310
SC;RIO DOS CEDROS;CAMINHAO TRATOR;20
SC;RIO DOS CEDROS;CAMINHONETE;898
SC;RIO DOS CEDROS;CAMIONETA;265
SC;RIO DOS CEDROS;CHASSI PLATAF;0
SC;RIO DOS CEDROS;CICLOMOTOR;6
SC;RIO DOS CEDROS;MICRO-ONIBUS;29
SC;RIO DOS CEDROS;MOTOCICLETA;1932
SC;RIO DOS CEDROS;MOTONETA;396
SC;RIO DOS CEDROS;ONIBUS;39
SC;RIO DOS CEDROS;QUADRICICLO;0
SC;RIO DOS CEDROS;REBOQUE;249
SC;RIO DOS CEDROS;SEMI-REBOQUE;22
SC;RIO DOS CEDROS;SIDE-CAR;0
SC;RIO DOS CEDROS;OUTROS;5
SC;RIO DOS CEDROS;TRATOR ESTEI;0
SC;RIO DOS CEDROS;TRATOR RODAS;11
SC;RIO DOS CEDROS;TRICICLO;1
SC;RIO DOS CEDROS;UTILITARIO;76
SC;RIO FORTUNA;AUTOMOVEL;2192
SC;RIO FORTUNA;BONDE;0
SC;RIO FORTUNA;CAMINHAO;297
SC;RIO FORTUNA;CAMINHAO TRATOR;40
SC;RIO FORTUNA;CAMINHONETE;579
SC;RIO FORTUNA;CAMIONETA;121
SC;RIO FORTUNA;CHASSI PLATAF;0
SC;RIO FORTUNA;CICLOMOTOR;0
SC;RIO FORTUNA;MICRO-ONIBUS;11
SC;RIO FORTUNA;MOTOCICLETA;1059
SC;RIO FORTUNA;MOTONETA;295
SC;RIO FORTUNA;ONIBUS;23
SC;RIO FORTUNA;QUADRICICLO;0
SC;RIO FORTUNA;REBOQUE;50
SC;RIO FORTUNA;SEMI-REBOQUE;54
SC;RIO FORTUNA;SIDE-CAR;0
SC;RIO FORTUNA;OUTROS;1
SC;RIO FORTUNA;TRATOR ESTEI;0
SC;RIO FORTUNA;TRATOR RODAS;1
SC;RIO FORTUNA;TRICICLO;0
SC;RIO FORTUNA;UTILITARIO;63
SC;RIO NEGRINHO;AUTOMOVEL;17823
SC;RIO NEGRINHO;BONDE;0
SC;RIO NEGRINHO;CAMINHAO;1144
SC;RIO NEGRINHO;CAMINHAO TRATOR;837
SC;RIO NEGRINHO;CAMINHONETE;2761
SC;RIO NEGRINHO;CAMIONETA;940
SC;RIO NEGRINHO;CHASSI PLATAF;0
SC;RIO NEGRINHO;CICLOMOTOR;6
SC;RIO NEGRINHO;MICRO-ONIBUS;79
SC;RIO NEGRINHO;MOTOCICLETA;5180
SC;RIO NEGRINHO;MOTONETA;1026
SC;RIO NEGRINHO;ONIBUS;117
SC;RIO NEGRINHO;QUADRICICLO;0
SC;RIO NEGRINHO;REBOQUE;786
SC;RIO NEGRINHO;SEMI-REBOQUE;1669
SC;RIO NEGRINHO;SIDE-CAR;6
SC;RIO NEGRINHO;OUTROS;15
SC;RIO NEGRINHO;TRATOR ESTEI;0
SC;RIO NEGRINHO;TRATOR RODAS;8
SC;RIO NEGRINHO;TRICICLO;5
SC;RIO NEGRINHO;UTILITARIO;275
SC;RIO RUFINO;AUTOMOVEL;855
SC;RIO RUFINO;BONDE;0
SC;RIO RUFINO;CAMINHAO;62
SC;RIO RUFINO;CAMINHAO TRATOR;1
SC;RIO RUFINO;CAMINHONETE;162
SC;RIO RUFINO;CAMIONETA;22
SC;RIO RUFINO;CHASSI PLATAF;0
SC;RIO RUFINO;CICLOMOTOR;0
SC;RIO RUFINO;MICRO-ONIBUS;7
SC;RIO RUFINO;MOTOCICLETA;353
SC;RIO RUFINO;MOTONETA;23
SC;RIO RUFINO;ONIBUS;22
SC;RIO RUFINO;QUADRICICLO;0
SC;RIO RUFINO;REBOQUE;14
SC;RIO RUFINO;SEMI-REBOQUE;1
SC;RIO RUFINO;SIDE-CAR;0
SC;RIO RUFINO;OUTROS;1
SC;RIO RUFINO;TRATOR ESTEI;0
SC;RIO RUFINO;TRATOR RODAS;0
SC;RIO RUFINO;TRICICLO;0
SC;RIO RUFINO;UTILITARIO;9
SC;RIQUEZA;AUTOMOVEL;1779
SC;RIQUEZA;BONDE;0
SC;RIQUEZA;CAMINHAO;154
SC;RIQUEZA;CAMINHAO TRATOR;41
SC;RIQUEZA;CAMINHONETE;315
SC;RIQUEZA;CAMIONETA;55
SC;RIQUEZA;CHASSI PLATAF;0
SC;RIQUEZA;CICLOMOTOR;0
SC;RIQUEZA;MICRO-ONIBUS;7
SC;RIQUEZA;MOTOCICLETA;844
SC;RIQUEZA;MOTONETA;102
SC;RIQUEZA;ONIBUS;31
SC;RIQUEZA;QUADRICICLO;0
SC;RIQUEZA;REBOQUE;47
SC;RIQUEZA;SEMI-REBOQUE;43
SC;RIQUEZA;SIDE-CAR;0
SC;RIQUEZA;OUTROS;1
SC;RIQUEZA;TRATOR ESTEI;0
SC;RIQUEZA;TRATOR RODAS;5
SC;RIQUEZA;TRICICLO;0
SC;RIQUEZA;UTILITARIO;19
SC;RODEIO;AUTOMOVEL;5682
SC;RODEIO;BONDE;0
SC;RODEIO;CAMINHAO;318
SC;RODEIO;CAMINHAO TRATOR;64
SC;RODEIO;CAMINHONETE;957
SC;RODEIO;CAMIONETA;340
SC;RODEIO;CHASSI PLATAF;0
SC;RODEIO;CICLOMOTOR;5
SC;RODEIO;MICRO-ONIBUS;18
SC;RODEIO;MOTOCICLETA;1614
SC;RODEIO;MOTONETA;577
SC;RODEIO;ONIBUS;31
SC;RODEIO;QUADRICICLO;0
SC;RODEIO;REBOQUE;229
SC;RODEIO;SEMI-REBOQUE;88
SC;RODEIO;SIDE-CAR;0
SC;RODEIO;OUTROS;7
SC;RODEIO;TRATOR ESTEI;0
SC;RODEIO;TRATOR RODAS;7
SC;RODEIO;TRICICLO;0
SC;RODEIO;UTILITARIO;88
SC;ROMELANDIA;AUTOMOVEL;1726
SC;ROMELANDIA;BONDE;0
SC;ROMELANDIA;CAMINHAO;108
SC;ROMELANDIA;CAMINHAO TRATOR;18
SC;ROMELANDIA;CAMINHONETE;327
SC;ROMELANDIA;CAMIONETA;47
SC;ROMELANDIA;CHASSI PLATAF;0
SC;ROMELANDIA;CICLOMOTOR;1
SC;ROMELANDIA;MICRO-ONIBUS;5
SC;ROMELANDIA;MOTOCICLETA;1003
SC;ROMELANDIA;MOTONETA;68
SC;ROMELANDIA;ONIBUS;32
SC;ROMELANDIA;QUADRICICLO;0
SC;ROMELANDIA;REBOQUE;26
SC;ROMELANDIA;SEMI-REBOQUE;28
SC;ROMELANDIA;SIDE-CAR;0
SC;ROMELANDIA;OUTROS;1
SC;ROMELANDIA;TRATOR ESTEI;0
SC;ROMELANDIA;TRATOR RODAS;3
SC;ROMELANDIA;TRICICLO;0
SC;ROMELANDIA;UTILITARIO;9
SC;SALETE;AUTOMOVEL;3609
SC;SALETE;BONDE;0
SC;SALETE;CAMINHAO;209
SC;SALETE;CAMINHAO TRATOR;35
SC;SALETE;CAMINHONETE;616
SC;SALETE;CAMIONETA;144
SC;SALETE;CHASSI PLATAF;0
SC;SALETE;CICLOMOTOR;1
SC;SALETE;MICRO-ONIBUS;9
SC;SALETE;MOTOCICLETA;1482
SC;SALETE;MOTONETA;492
SC;SALETE;ONIBUS;26
SC;SALETE;QUADRICICLO;0
SC;SALETE;REBOQUE;121
SC;SALETE;SEMI-REBOQUE;44
SC;SALETE;SIDE-CAR;1
SC;SALETE;OUTROS;1
SC;SALETE;TRATOR ESTEI;0
SC;SALETE;TRATOR RODAS;1
SC;SALETE;TRICICLO;0
SC;SALETE;UTILITARIO;51
SC;SALTINHO;AUTOMOVEL;1246
SC;SALTINHO;BONDE;0
SC;SALTINHO;CAMINHAO;75
SC;SALTINHO;CAMINHAO TRATOR;11
SC;SALTINHO;CAMINHONETE;215
SC;SALTINHO;CAMIONETA;31
SC;SALTINHO;CHASSI PLATAF;0
SC;SALTINHO;CICLOMOTOR;0
SC;SALTINHO;MICRO-ONIBUS;6
SC;SALTINHO;MOTOCICLETA;723
SC;SALTINHO;MOTONETA;66
SC;SALTINHO;ONIBUS;25
SC;SALTINHO;QUADRICICLO;0
SC;SALTINHO;REBOQUE;15
SC;SALTINHO;SEMI-REBOQUE;15
SC;SALTINHO;SIDE-CAR;0
SC;SALTINHO;OUTROS;1
SC;SALTINHO;TRATOR ESTEI;0
SC;SALTINHO;TRATOR RODAS;0
SC;SALTINHO;TRICICLO;0
SC;SALTINHO;UTILITARIO;3
SC;SALTO VELOSO;AUTOMOVEL;1875
SC;SALTO VELOSO;BONDE;0
SC;SALTO VELOSO;CAMINHAO;182
SC;SALTO VELOSO;CAMINHAO TRATOR;55
SC;SALTO VELOSO;CAMINHONETE;533
SC;SALTO VELOSO;CAMIONETA;89
SC;SALTO VELOSO;CHASSI PLATAF;0
SC;SALTO VELOSO;CICLOMOTOR;0
SC;SALTO VELOSO;MICRO-ONIBUS;12
SC;SALTO VELOSO;MOTOCICLETA;461
SC;SALTO VELOSO;MOTONETA;78
SC;SALTO VELOSO;ONIBUS;11
SC;SALTO VELOSO;QUADRICICLO;0
SC;SALTO VELOSO;REBOQUE;36
SC;SALTO VELOSO;SEMI-REBOQUE;50
SC;SALTO VELOSO;SIDE-CAR;0
SC;SALTO VELOSO;OUTROS;3
SC;SALTO VELOSO;TRATOR ESTEI;0
SC;SALTO VELOSO;TRATOR RODAS;0
SC;SALTO VELOSO;TRICICLO;0
SC;SALTO VELOSO;UTILITARIO;22
SC;SANGAO;AUTOMOVEL;4455
SC;SANGAO;BONDE;0
SC;SANGAO;CAMINHAO;502
SC;SANGAO;CAMINHAO TRATOR;401
SC;SANGAO;CAMINHONETE;645
SC;SANGAO;CAMIONETA;185
SC;SANGAO;CHASSI PLATAF;0
SC;SANGAO;CICLOMOTOR;0
SC;SANGAO;MICRO-ONIBUS;19
SC;SANGAO;MOTOCICLETA;2160
SC;SANGAO;MOTONETA;844
SC;SANGAO;ONIBUS;20
SC;SANGAO;QUADRICICLO;0
SC;SANGAO;REBOQUE;194
SC;SANGAO;SEMI-REBOQUE;448
SC;SANGAO;SIDE-CAR;0
SC;SANGAO;OUTROS;7
SC;SANGAO;TRATOR ESTEI;0
SC;SANGAO;TRATOR RODAS;5
SC;SANGAO;TRICICLO;1
SC;SANGAO;UTILITARIO;116
SC;SANTA CECILIA;AUTOMOVEL;6477
SC;SANTA CECILIA;BONDE;0
SC;SANTA CECILIA;CAMINHAO;548
SC;SANTA CECILIA;CAMINHAO TRATOR;153
SC;SANTA CECILIA;CAMINHONETE;1184
SC;SANTA CECILIA;CAMIONETA;274
SC;SANTA CECILIA;CHASSI PLATAF;0
SC;SANTA CECILIA;CICLOMOTOR;0
SC;SANTA CECILIA;MICRO-ONIBUS;48
SC;SANTA CECILIA;MOTOCICLETA;906
SC;SANTA CECILIA;MOTONETA;108
SC;SANTA CECILIA;ONIBUS;77
SC;SANTA CECILIA;QUADRICICLO;0
SC;SANTA CECILIA;REBOQUE;243
SC;SANTA CECILIA;SEMI-REBOQUE;210
SC;SANTA CECILIA;SIDE-CAR;2
SC;SANTA CECILIA;OUTROS;4
SC;SANTA CECILIA;TRATOR ESTEI;0
SC;SANTA CECILIA;TRATOR RODAS;5
SC;SANTA CECILIA;TRICICLO;3
SC;SANTA CECILIA;UTILITARIO;68
SC;SANTA HELENA;AUTOMOVEL;966
SC;SANTA HELENA;BONDE;0
SC;SANTA HELENA;CAMINHAO;72
SC;SANTA HELENA;CAMINHAO TRATOR;17
SC;SANTA HELENA;CAMINHONETE;199
SC;SANTA HELENA;CAMIONETA;36
SC;SANTA HELENA;CHASSI PLATAF;0
SC;SANTA HELENA;CICLOMOTOR;0
SC;SANTA HELENA;MICRO-ONIBUS;16
SC;SANTA HELENA;MOTOCICLETA;463
SC;SANTA HELENA;MOTONETA;73
SC;SANTA HELENA;ONIBUS;16
SC;SANTA HELENA;QUADRICICLO;0
SC;SANTA HELENA;REBOQUE;20
SC;SANTA HELENA;SEMI-REBOQUE;16
SC;SANTA HELENA;SIDE-CAR;0
SC;SANTA HELENA;OUTROS;0
SC;SANTA HELENA;TRATOR ESTEI;0
SC;SANTA HELENA;TRATOR RODAS;0
SC;SANTA HELENA;TRICICLO;0
SC;SANTA HELENA;UTILITARIO;10
SC;SANTA ROSA DE LIMA;AUTOMOVEL;936
SC;SANTA ROSA DE LIMA;BONDE;0
SC;SANTA ROSA DE LIMA;CAMINHAO;140
SC;SANTA ROSA DE LIMA;CAMINHAO TRATOR;9
SC;SANTA ROSA DE LIMA;CAMINHONETE;246
SC;SANTA ROSA DE LIMA;CAMIONETA;35
SC;SANTA ROSA DE LIMA;CHASSI PLATAF;0
SC;SANTA ROSA DE LIMA;CICLOMOTOR;0
SC;SANTA ROSA DE LIMA;MICRO-ONIBUS;6
SC;SANTA ROSA DE LIMA;MOTOCICLETA;571
SC;SANTA ROSA DE LIMA;MOTONETA;132
SC;SANTA ROSA DE LIMA;ONIBUS;12
